,date,title,url
64,2021.07.23.,“수차례 때려 피나”…9살오빠 진술에 드러난 살해 전말,http://news.kmib.co.kr/article/view.asp?arcid=0016084528&code=61121311&cp=nv
65,2021.07.27.,"울산지법, 일감문제로 1차 협력업체 하도급계약전담 간부 살해 징역 30년",http://www.lawissue.co.kr/view.php?ud=2021072714082496379a8c8bf58f_12
66,2021.07.28.,[사건·사고 24시] 과자 ‘뻥이야’ 제조사 대표 징역·환자 동의 없이 폐 잘라낸 의사 外,https://www.etoday.co.kr/news/view/2048644
67,2021.07.22.,제주 중학생 살해범 유치장서 자해시도…치료 후 재수감,https://view.asiae.co.kr/article/2021072221404646389
68,2021.07.21.,'10살 조카 물고문 살해' 이모 무기징역 이모부 징역 40년 구형,http://www.inews24.com/view/1387224
69,2021.07.22.,"인제 여성 등산객 살해범, 무기징역 확정",https://news.kbs.co.kr/news/view.do?ncd=5239671&ref=A
70,2021.07.26.,연인 잔혹 살해한 40대 ‘장대호 회고록’ 보고 따라했다,http://news.kmib.co.kr/article/view.asp?arcid=0016093859&code=61121111&cp=nv
71,2021.07.28.,"수원고법, 지인 흉기 살해범 항소 기각 '징역 16년' 원심 유지",http://www.kihoilbo.co.kr/news/articleView.html?idxno=939383
72,2021.07.28.,"‘표리부동’ 영웅파, 같은 조직원 살해 후 간을‥“소름”[오늘TV]",https://www.newsen.com/news_view.php?uid=202107281659196710
74,2021.07.25.,‘악마판사’ 김민정 살해 반격에 최고 시청률 8%까지,https://www.newsen.com/news_view.php?uid=202107250744210410
75,2021.07.22.,한파에 신생아 창밖 던져 살해한 친모 항소심 기각,http://www.newsis.com/view/?id=NISX20210722_0001523000&cID=10817&pID=14000
76,2021.07.23.,"‘제주 중학생 살해’ 피의자, 과거에도 헤어진 연인에 보복범죄 전력",https://www.seoul.co.kr/news/newsView.php?id=20210723500166&wlog_tag3=naver
77,2021.07.15.,'여행가방 속 시신' 친구 살해범 2심서 징역 18년→30년,http://yna.kr/AKR20210715090000004?did=1195m
78,2021.07.22.,일면식 없는 여성 등산객 잔혹하게 살해한 20대 '무기징역' 확정,http://www.segye.com/content/html/2021/07/21/20210721510925.html?OutUrl=naver
79,2021.07.24.,"'1심 무기징역' 정인이 양모 ""아이 발로 밟지 않았고, 살해 의도 없었다""",http://www.segye.com/content/html/2021/07/23/20210723509909.html?OutUrl=naver
80,2021.07.22.,"""온몸 때리고 대소변 먹이고""...10살 딸 학대한 부모 징역 30년",https://www.ytn.co.kr/_ln/0103_202107222027383770
81,2021.07.20.,"방청석도 탄식…檢, '조카 물고문' 이모 무기징역 구형",https://www.nocutnews.co.kr/news/5592197
82,2021.07.19.,"'다 컸는데 생일 챙기냐'는 말에 아버지 찌른 30대 아들, 징역형",http://www.newsis.com/view/?id=NISX20210719_0001517684&cID=10810&pID=10800
83,2021.07.20.,조카 물고문 모자라 개똥 먹으라 강요한 이모 무기징역,http://www.newsis.com/view/?id=NISX20210720_0001519998&cID=10803&pID=14000
84,2021.07.25.,"교회서 손도끼 난동 60대, 2심도 징역 3년 6개월",http://www.newsis.com/view/?id=NISX20210724_0001525051&cID=10201&pID=10200
85,2021.07.25.,"""왜 감시해""…망상 사로잡혀 편의점 종업원 살해한 중국인",https://www.news1.kr/articles/?4382788
86,2021.07.19.,잔소리한 어머니 흉기로 40차례 찔러 살해한 30대 징역 12년,http://www.inews24.com/view/1386725
87,2021.07.09.,"""뚱뚱해서 범행 대상""…친구 살해하려 한 50대 징역 8년",http://yna.kr/AKR20210709133900065?did=1195m
88,2021.07.24.,"前 동거녀 중학생 아들 살해한 남성, 이별한 여성들 상대로 '보복범죄' 전력 있었다",http://www.segye.com/content/html/2021/07/23/20210723513119.html?OutUrl=naver
89,2021.07.24.,"[사건의 재구성] ""나같이 살지마"" 생일 이틀 앞둔 9살 아들 살해한 친모",https://www.news1.kr/articles/?4382088
90,2021.07.20.,"가족여행 중 딸들 앞에서 아내 살해한 美 남성, 감옥서 최후",http://yna.kr/AKR20210720045100009?did=1195m
91,2021.07.16.,엄마 친구 사주로 엄마 살해 한 세 자매… 징역 7~10년,https://hankookilbo.com/News/Read/A2021071613460003037?did=NA
92,2021.07.22.,‘인생 꼬였다’ 망상에 친부 둔기 살해 男···징역 10년 확정,https://www.sedaily.com/NewsView/22P0FY4UA5
93,2021.07.22.,"""인생 꼬이게 했다"" 망상에 父 살해한 아들…대법, 징역 10년 확정",http://www.edaily.co.kr/news/newspath.asp?newsid=02656806629117144
94,2021.07.21.,중학생 의붓딸 때려 살해한 계모…정인이법 첫 적용 기소,http://www.edaily.co.kr/news/newspath.asp?newsid=01246406629116816
95,2021.07.22.,"""자꾸 외박해서..."" 동거녀 흉기로 찔러 살해한 60대, 징역 20년",http://news.mt.co.kr/mtview.php?no=2021072207114639743
96,2021.07.23.,제주 중학생 살해 후 집안에 식용유 뿌리고 2시간30분 머무른 전 동거남…엄마도 노렸나,http://www.segye.com/content/html/2021/07/23/20210723515496.html?OutUrl=naver
97,2021.07.15.,'취재진 폭행' 박상학씨에 징역 2년 구형,http://yna.kr/AKR20210715113800004?did=1195m
98,2021.07.18.,"'바퀴벌레가 몸 차지했다' 노모 밟아 죽인 40대, 징역 10년",http://www.newsis.com/view/?id=NISX20210718_0001517012&cID=10810&pID=10800
99,2021.07.23.,엄동설한에 갓난아기 4층에서 던져 징역 2년 선고된 20대女…항소 기각,https://news.imaeil.com/Society/2021072318060991011
100,2021.07.20.,"'필리핀 교민 살해' 교사범들, 징역 22년·19년 확정",http://yna.kr/AKR20210720051900004?did=1195m
103,2021.07.27.,아내에 불륜 들키자 갑자기 내연녀 살해하려 한 30대 중형,http://www.fnnews.com/news/202107270755005089
106,2021.07.27.,취업 갈등에 아버지 살해한 경도 지적장애 30대 징역 15년,https://www.sedaily.com/NewsView/22P2Q1SGBP
109,2021.07.22.,"8살 딸 대소변 먹여 학대 살해한 계부·친모, 징역 30년 선고",http://www.edaily.co.kr/news/newspath.asp?newsid=03283286629117144
114,2021.07.25.,'한강 토막살인 모방' 연인 살해 40대에 징역 30년,http://www.mediapen.com/news/view/648935
115,2021.07.28.,한인 4명 등 살해한 애틀랜타 총격범 종신형,http://www.segye.com/content/html/2021/07/28/20210728516080.html?OutUrl=naver
116,2021.07.22.,"“정신병원 보내 인생 망쳐” 아버지 살해 아들, 징역 10년",https://www.hani.co.kr/arti/society/society_general/1004626.html
117,2021.07.30.,“당신 해코지 기대” 층간소음 항의한 이웃에 협박편지 보낸 남성 ‘징역형’,http://www.segye.com/content/html/2021/07/30/20210730509928.html?OutUrl=naver
122,2021.07.20.,필리핀 교민 청부살해 주범 징역 22년 확정,http://news.mk.co.kr/newsRead.php?no=697050&year=2021
123,2021.07.28.,8살 딸 굶기고 학대해 살해한 20대 엄마 ‘징역 30년’ 불복 항소,http://www.munhwa.com/news/view.html?no=20210728MW100718437990
124,2021.07.23.,"'무기징역' 정인이 양모, 항소심서 ""배 안 밟아, 죽일 생각 없었다""",http://www.edaily.co.kr/news/newspath.asp?newsid=02115606629117472
127,2021.07.22.,`대소변 못 가려` 8살 딸 학대·살해한 부모에 징역 30년 선고,http://www.dt.co.kr/contents.html?article_no=2021072202109932078007&ref=naver
130,2021.07.28.,대소변 먹이고 폭행...8살 딸 학대·살해 부부 항소,https://www.ytn.co.kr/_ln/0103_202107281719481098
131,2021.07.22.,굶기고 대소변 먹여···8살 딸 학대·살해 20대 양부모 징역 30년,https://www.sedaily.com/NewsView/22P0GUQ7LU
132,2021.07.28.,출소 직후 ‘본드흡입’→ 모텔주인 살해 ‘심신미약 주장’… 항소심도 징역 30년,http://moneys.mt.co.kr/news/mwView.php?no=2021072808488077451
133,2021.07.22.,"""정신병원 강제입원에 인생 꼬였다"" 아버지 살해 아들 징역 10년 확정",https://www.news1.kr/articles/?4379160
134,2021.07.20.,"필리핀 교민 청부살해 일당, 징역 22년·19년 확정",https://www.hani.co.kr/arti/society/society_general/1004271.html
135,2021.07.21.,‘100명은 죽여야 한다’ 묻지마 등산객 살해 20대 무기징역 확정,https://www.khan.co.kr/national/court-law/article/202107211340001
139,2021.07.19.,'바퀴벌레가 부모 몸 차지' 망상…노모 살해한 40대 '징역 10년',https://news.imaeil.com/Society/2021071912114180106
142,2021.07.20.,킬러 고용해 필리핀 교민 살해… 일당에 징역 22년·19년 확정,https://www.chosun.com/national/court_law/2021/07/20/ZOGA23BKUJG7LL7TDRAFAWXWMA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
145,2021.07.22.,"“대소변 먹이고 폭행”… 8세 딸 살해한 부부, 징역 30년",https://biz.chosun.com/topics/law_firm/2021/07/22/BLEAPD4ARBCEFAK5OQ7ERZD2A4/?utm_source=naver&utm_medium=original&utm_campaign=biz
146,2021.07.28.,'초등생 딸 대소변 먹이고 상승 폭행 살해' 20대 부부 항소,http://www.newspim.com/news/view/20210728000972
147,2021.07.21.,"외박 잦은 아내에 ""내 돈 노렸지？"" 살해한 남편 징역 20년",http://yna.kr/AKR20210721139500062?did=1195m
149,2021.07.21.,여성 등산객 잔혹 살해 20대 무기징역 확정,http://www.womennews.co.kr/news/articleView.html?idxno=214093
150,2021.07.22.,정신병원 강제입원 원망…아버지 살해한 조현병 아들 징역 10년 확정,http://news.mk.co.kr/newsRead.php?no=705518&year=2021
151,2021.07.22.,8세 딸 학대·살해한 20대 부부 징역 30년,http://www.newstomato.com/ReadNews.aspx?no=1061500&inflow=N
152,2021.07.22.,"90대 父가 '성폭행 시도' 주장한 50대 딸, 징역 5년 확정",http://www.newsis.com/view/?id=NISX20210722_0001521778&cID=10807&pID=10800
153,2021.07.28.,8살 딸 대소변 먹이고 학대·살해 부부...1심 불복 항소,http://www.ifm.kr/news/314603
155,2021.07.28.,출소 직후 환각상태서 모텔 주인 살해한 50대… 항소심서도 중형,http://www.segye.com/content/html/2021/07/28/20210728502724.html?OutUrl=naver
156,2021.07.21.,"'100명 내지 200명 죽여야' 등산객 묻지마 살해 20대, 무기징역 확정",https://www.sedaily.com/NewsView/22OZZ3Z3TL
157,2021.07.23.,"‘무기징역’ 정인이 양모, 항소심 첫 재판…살인죄 쟁점",http://news.kmib.co.kr/article/view.asp?arcid=0016084788&code=61121111&cp=nv
158,2021.07.23.,"""일감 고의로 끊었지"" 거래업체 직원 살해한 하청업체 대표 징역 30년",https://www.news1.kr/articles/?4381469
160,2021.07.21.,"대법원, 50대 등산객 '묻지마 살해' 20대 무기징역 확정",http://www.inews24.com/view/1387502
162,2021.07.21.,외박 잦은 아내 살해한 남편 징역 20년,http://news.mk.co.kr/newsRead.php?no=703116&year=2021
164,2021.07.25.,"‘한강몸통시신 사건’ 장대호 모방살인 40대, 2심 징역 30년",https://www.chosun.com/national/court_law/2021/07/25/J23Y7WN2AVFRNKYEA3YEMC2TAM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
167,2021.07.28.,"굶기고 대소변 먹이고 때리고... '8살 딸 학대 살해' 친모, 징역 30년 1심 판결 불복 항소",http://www.ltn.kr/news/articleView.html?idxno=32295
171,2021.07.28.,[종합] '빨대로 소변 먹이고 촬영'... 8살 딸 학대·살해 엄마 항소,http://www.getnews.co.kr/news/articleView.html?idxno=542290
172,2021.07.25.,'한강 몸통시신' 장대호 따라 살인…40대 2심 징역 30년,https://imnews.imbc.com/news/2021/society/article/6288920_34873.html
173,2021.07.21.,"""사람 200명은 죽여야"" 묻지마 등산객 살해범, 무기징역 확정",https://ilyo.co.kr/?ac=article_view&entry_id=407411
177,2021.07.23.,"정인이 사건 가해母 ""학대 인정…살해 고의는 없었다""",https://www.nocutnews.co.kr/news/5594305
178,2021.07.22.,8살 딸에 대소변 먹이고 학대·살해…20대 부부 '징역 30년',http://news.mt.co.kr/mtview.php?no=2021072215284177768
179,2021.07.22.,"창밖으로 갓난아기 던져 살해한 20대女 , 징역 2년?",https://www.dailian.co.kr/news/view/1014461/?sc=Naver
180,2021.07.16.,"'용인 내연녀 토막살해' 유동수 항소심 무기징역…""영구 격리 필요""",http://www.inews24.com/view/1386103
181,2021.07.28.,한인 4명 살해 애틀랜타 총격범 종신형,http://www.munhwa.com/news/view.html?no=2021072801071230307001
182,2021.07.28.,'환각 물질 흡입하고 살인' 50대 2심도 징역 30년,https://www.ytn.co.kr/_ln/0103_202107280912395247
183,2021.07.20.,"""박씨가 누구?"" 물은 뒤 청부살해···징역 22년 확정",https://www.sedaily.com/NewsView/22OZIORQ8F
184,2021.07.21.,"강원도서 '묻지마 살인' 20대... 대법, 무기징역 확정",http://www.fnnews.com/news/202107211502189362
185,2021.07.28.,"8살 딸 대소변 먹이고 살해한 '인면수심' 엄마, 징역 30년 불복 항소",http://www.joongboo.com/news/articleView.html?idxno=363496441
187,2021.07.22.,정신병원 강제로 입원시킨 아버지를 살해한 아들…징역 10년 확정,http://www.inews24.com/view/1387820
191,2021.07.21.,"""나는 심판자, 200명은 죽여야"" 등산객 묻지마 살해 20대 '무기징역'",https://www.dailian.co.kr/news/view/1013844/?sc=Naver
194,2021.07.28.,취업 잔소리에 아버지 살해한 아들 징역 15년,http://www.ksilbo.co.kr/news/articleView.html?idxno=908301
195,2021.07.22.,때리고 굶기고…8살 딸 학대·살해한 부부 징역 30년 선고,http://www.newsway.co.kr/news/view?tp=1&ud=2021072215093451019
196,2021.07.22.,"""10~15차례 때리고 피 떨어져""…딸 살해 엄마 거짓말 뒤집은 9살 오빠",http://www.edaily.co.kr/news/newspath.asp?newsid=04034406629117144
198,2021.07.22.,"""술 마시고 성폭행 시도""…90대 부친 살해한 50대 딸 징역 5년 확정",http://www.inews24.com/view/1387584
199,2021.07.25.,"장대호 회고록 읽고…'모방 살인' 40대, 2심 징역 30년",https://news.jtbc.joins.com/article/article.aspx?news_id=NB12017483
203,2021.07.28.,출소 직후 본드흡입 환각상태서 모텔주인 살인…2심도 징역 30년,https://www.news1.kr/articles/?4385570
204,2021.07.22.,갓난아기 4층 아래로 던져 살해한 친모 항소 기각…징역2년 유지,http://yna.kr/AKR20210722127400060?did=1195m
206,2021.07.20.,"`필리핀 교민 살해` 교사범, 각각 징역 22년·19년 확정",http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3443471&seq_800=20436048
207,2021.07.22.,8살 딸 굶기고 상습학대 살해…20대 부부 징역 30년,http://news.tvchosun.com/site/data/html_dir/2021/07/22/2021072290077.html
212,2021.07.21.,"등산객 흉기로 '49군데 찔러' 살해한 20대, 무기징역 불복… 대법원 판단은?",http://moneys.mt.co.kr/news/mwView.php?no=2021072109428076403
216,2021.07.22.,"""90대 아빠, 성폭행 하려해 죽였다"" 50대 딸… '징역 5년'",http://news.mt.co.kr/mtview.php?no=2021072206211153774
222,2021.07.23.,거래 업체 간부 살해한 중소업체 대표 징역 30년,http://news.mk.co.kr/newsRead.php?no=709920&year=2021
224,2021.07.25.,'한강 시신훼손' 사건 모방…2심 징역 30년,http://www.yonhapnewstv.co.kr/MYH20210725006700038/?did=1825m
225,2021.07.16.,옛 연인 살해·시신 훼손한 유동수 항소심서 무기징역...형량↑,http://www.newsis.com/view/?id=NISX20210716_0001515669&cID=10803&pID=14000
226,2021.07.22.,8살 딸 굶기고 대소변 먹이는 등 학대하고 살해…20대 부부 징역 30년,http://www.ifm.kr/news/314183
228,2021.07.23.,"""일감 못받아"" 보복 살인 50대 하청업체 대표 징역 30년",http://www.fnnews.com/news/202107231556534853
229,2021.07.16.,"조카들 앞에서 이종사촌형 부부 살해 50대, 2심서 무기징역",https://www.news1.kr/articles/?4372907
230,2021.07.21.,"""나는 심판자"" 등산객 '묻지마 살인' 20대 무기징역 확정",http://yna.kr/AKR20210721068000062?did=1195m
231,2021.07.20.,"대법, '필리핀 교민 청부 살해' 일당 중형 확정",https://view.asiae.co.kr/article/2021072015445128255
232,2021.07.28.,"""왜 날 감시하나"" 환각제 흡입 후 망상 빠져 살인… 50대, 2심도 징역 30년",https://www.hankyung.com/society/article/202107283518i
238,2021.07.22.,"""강제로 정신병원 가둬 인생 망쳤다"" 부친 원망하다 살해한 아들 징역 10년",https://imnews.imbc.com/news/2021/society/article/6288344_34873.html
239,2021.07.23.,"""동생 엉덩이·발에 피가.. "" 9살 오빠 진술에 드러난 살해 전말",http://www.fnnews.com/news/202107230809299287
241,2021.07.28.,8살 의붓딸 학대·살해 20대 계부 1심 '징역 30년' 항소 포기,http://www.inews24.com/view/1390267
242,2021.07.22.,"""굶기고 대소변 먹여"" 8살 딸 학대 살해 계부·친모 각 징역 30년(종합)",https://www.news1.kr/articles/?4380482
244,2021.07.22.,(영상)정신병원 입원시킨 아버지 살해한 아들 징역 10년 확정,http://www.newstomato.com/ReadNews.aspx?no=1061343&inflow=N
245,2021.07.16.,"옛 연인 살해·시신 훼손 유동수, 2심서 무기징역 선고",https://www.khan.co.kr/national/court-law/article/202107161249001
246,2021.07.14.,""" ‘주식부자‘ 부모 살해범 2심도 무기징역이 맞다고 본다""(종합)",http://www.newsis.com/view/?id=NISX20210714_0001513003&cID=10803&pID=14000
248,2021.07.26.,"‘장대호 회고록’ 모방 살인한 40대, 2심서 징역 30년… 형량 8년 늘어",https://www.seoul.co.kr/news/newsView.php?id=20210726009014&wlog_tag3=naver
249,2021.07.22.,8살 딸 굶기고 학대 살해…20대 부부 징역 30년,http://www.obsnews.co.kr/news/articleView.html?idxno=1319565
250,2021.07.21.,"인제 등산객 묻지마 20대 살인범, 무기징역 확정",http://www.edaily.co.kr/news/newspath.asp?newsid=02286166629116816
251,2021.07.19.,모친 살해후 청계천 투신했다 구조된 명문대 졸업생…징역 12년,http://yna.kr/AKR20210719087900063?did=1195m
253,2021.07.21.,"대법원, 일면식 없던 등산객 묻지마 살해 20대 원심 무기징역 확정",http://www.lawissue.co.kr/view.php?ud=2021072113123026059a8c8bf58f_12
